GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",1500,231,1500,231,345,161,147,71,65,40,82,52,114,61,64,42,64,42,0,11,0,11,0,11,7,13,13,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1155,232,642,108,291,88,209,88,82,46,351,78,206,69,145,57,513,180,52,50,411,163,29,24,0,11,21,24,0,11
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",412,120,412,120,255,126,90,41,51,31,39,24,80,37,85,60,77,58,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,157,72,132,58,42,27,33,24,9,14,90,53,80,51,10,15,25,27,0,11,16,24,9,14,0,11,0,11,0,11
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",1097,279,1084,280,322,176,132,70,56,46,76,51,97,60,34,53,34,53,0,11,0,11,0,11,27,44,0,11,0,11,0,11,32,56,0,11,0,11,0,11,0,11,0,11,0,11,762,254,621,200,403,174,276,152,127,91,218,122,218,122,0,11,141,102,0,11,31,49,110,87,0,11,0,11,13,9
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",834,251,834,251,215,173,76,60,41,36,35,43,79,61,60,58,49,49,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,619,207,565,184,390,179,338,177,52,63,175,99,175,99,0,11,54,66,0,11,0,11,54,66,0,11,0,11,0,11
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",1546,380,1536,381,448,208,146,67,77,56,69,47,89,60,153,86,153,86,0,11,0,11,0,11,19,31,0,11,0,11,0,11,0,11,41,49,25,40,0,11,16,27,0,11,0,11,1088,362,770,178,649,165,477,169,172,96,121,100,95,103,26,31,318,266,24,38,191,270,103,61,0,11,0,11,10,13
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",1177,325,1177,325,404,212,176,94,42,42,134,92,166,95,62,51,49,50,13,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,773,306,578,197,322,143,203,98,119,109,256,156,213,157,43,43,195,154,0,11,112,144,83,57,0,11,0,11,0,11
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",945,455,945,455,325,203,137,85,48,59,89,61,106,75,34,42,34,42,0,11,0,11,6,12,0,11,0,11,0,11,0,11,31,51,11,23,0,11,0,11,0,11,0,11,11,23,620,403,316,138,97,76,79,69,18,28,219,120,130,103,89,73,304,325,0,11,256,331,48,36,0,11,0,11,0,11
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",1396,555,1396,555,877,495,288,152,150,100,138,113,273,155,283,220,254,219,29,46,0,11,0,11,33,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,519,268,419,200,215,211,192,209,23,35,204,109,204,109,0,11,100,160,0,11,100,160,0,11,0,11,0,11,0,11
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",1087,418,1087,418,250,289,100,107,100,107,0,11,94,102,56,91,56,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,837,343,607,196,211,123,153,103,58,71,396,194,338,206,58,75,230,259,0,11,143,234,87,88,0,11,0,11,0,11
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",471,178,471,178,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,471,178,438,176,99,87,87,86,12,18,339,189,323,188,16,27,33,29,0,11,18,30,15,26,0,11,0,11,0,11
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",1095,235,1095,235,300,182,153,93,67,81,86,71,147,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,795,224,688,196,226,131,208,140,18,30,462,172,401,176,61,64,107,90,0,11,54,66,53,59,0,11,0,11,0,11
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",579,329,552,329,61,107,30,52,30,52,0,11,31,55,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,491,323,284,173,213,172,134,154,79,80,71,70,52,63,19,30,207,215,120,198,40,63,47,42,0,11,0,11,27,32
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",2163,523,2163,523,1514,578,477,193,240,143,237,149,276,148,413,229,413,229,0,11,0,11,0,11,195,179,0,11,0,11,0,11,88,104,65,75,0,11,0,11,25,42,0,11,40,63,649,303,503,217,205,143,145,124,60,82,298,196,280,193,18,31,146,147,0,11,102,124,44,75,0,11,0,11,0,11
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",1241,387,1241,387,123,113,58,54,43,49,15,25,45,51,20,33,0,11,20,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1118,405,582,185,231,127,128,106,103,77,351,165,199,137,152,99,536,287,0,11,417,283,119,85,0,11,0,11,0,11
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",871,336,871,336,516,331,164,77,69,47,95,69,162,75,136,125,136,125,0,11,0,11,0,11,54,95,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,355,139,304,118,126,82,86,73,40,37,178,95,164,92,14,22,51,41,0,11,0,11,37,35,0,11,14,22,0,11
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",1151,297,1151,297,689,318,300,124,82,55,218,120,283,122,106,113,106,113,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,462,143,427,135,223,129,211,128,12,21,204,69,189,68,15,23,35,39,0,11,20,34,15,24,0,11,0,11,0,11
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",1118,255,1118,255,393,241,147,88,91,69,56,56,144,87,102,94,82,90,20,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,725,161,680,149,361,154,326,150,35,43,319,102,311,104,8,14,45,47,0,11,0,11,45,47,0,11,0,11,0,11
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",961,276,961,276,578,270,220,102,124,91,96,59,160,78,186,132,186,132,0,11,0,11,0,11,0,11,0,11,0,11,0,11,12,21,0,11,0,11,0,11,0,11,0,11,0,11,383,112,369,108,236,100,224,100,12,19,133,60,133,60,0,11,14,21,0,11,0,11,14,21,0,11,0,11,0,11
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",707,242,707,242,251,226,88,82,30,35,58,74,69,76,33,54,33,54,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,61,100,0,11,61,100,0,11,0,11,0,11,456,160,410,113,160,76,160,76,0,11,250,99,208,82,42,65,46,70,0,11,46,70,0,11,0,11,0,11,0,11
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",978,233,975,232,274,151,139,77,89,59,50,53,135,75,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,701,228,581,165,220,111,203,106,17,27,361,137,294,127,67,72,120,111,0,11,102,113,18,27,0,11,0,11,3,6
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",491,182,491,182,231,182,83,77,83,77,0,11,83,76,65,59,65,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,260,101,218,84,79,59,79,59,0,11,139,62,104,60,35,32,42,40,0,11,20,31,22,26,0,11,0,11,0,11
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",1565,357,1466,346,841,374,287,110,181,100,106,58,271,115,275,165,275,165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,20,0,11,0,11,0,11,0,11,0,11,0,11,625,178,472,134,171,75,121,64,50,47,301,117,242,113,59,41,153,88,0,11,108,83,24,28,0,11,21,34,99,80
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",1304,384,1291,383,607,352,239,124,158,104,81,67,189,111,179,154,170,150,0,11,9,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,684,199,551,171,365,156,296,150,69,51,186,106,159,100,27,31,133,82,0,11,24,38,75,53,0,11,34,55,13,7
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",2102,684,2102,684,1296,732,409,207,301,204,108,71,396,215,466,332,443,331,23,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,25,41,0,11,0,11,25,41,0,11,0,11,806,290,590,172,320,148,169,90,151,124,270,122,235,114,35,60,216,149,0,11,89,107,127,110,0,11,0,11,0,11
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",1952,529,1858,511,820,328,325,130,98,84,227,131,185,108,285,170,263,159,0,11,22,37,0,11,0,11,0,11,0,11,0,11,0,11,25,41,0,11,0,11,25,41,0,11,0,11,1038,470,719,196,401,163,284,156,117,98,318,138,318,138,0,11,319,380,0,11,231,373,46,52,0,11,42,65,94,116
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",1040,445,972,445,322,372,101,116,40,61,61,97,104,121,117,182,117,182,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,650,286,493,169,244,167,157,151,87,118,249,147,209,135,40,69,157,159,0,11,22,40,74,123,0,11,61,107,68,69
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",1692,485,1692,485,1177,483,535,203,440,198,95,85,529,201,113,120,113,120,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,515,241,369,131,240,123,148,89,92,94,129,80,101,65,28,46,146,128,0,11,45,79,60,76,0,11,41,66,0,11
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",1417,417,1417,417,597,393,211,116,165,110,46,38,136,93,137,125,137,125,0,11,0,11,0,11,0,11,0,11,0,11,0,11,113,110,0,11,0,11,0,11,0,11,0,11,0,11,820,266,653,201,309,165,255,158,54,41,344,148,284,141,60,66,167,126,0,11,92,122,75,65,0,11,0,11,0,11
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",754,275,725,274,270,256,102,91,58,76,44,51,33,41,68,80,28,46,40,66,0,11,0,11,0,11,0,11,0,11,0,11,0,11,67,79,0,11,0,11,67,79,0,11,0,11,455,186,393,160,158,92,134,84,24,39,235,132,203,131,32,38,62,59,0,11,21,35,41,47,0,11,0,11,29,12
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",956,272,956,272,454,245,189,98,86,69,103,75,144,83,86,87,86,87,0,11,0,11,0,11,27,42,8,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,502,156,434,143,176,89,130,77,46,46,258,128,249,128,9,18,68,50,0,11,32,31,36,41,0,11,0,11,0,11
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",1069,246,1069,246,387,228,183,110,143,107,40,42,170,113,34,48,34,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,682,186,521,139,253,96,171,103,82,66,268,122,224,118,44,41,161,103,32,47,66,71,63,55,0,11,0,11,0,11
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",1035,320,1035,320,699,312,253,128,160,88,93,112,236,126,177,99,177,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,50,0,11,0,11,0,11,0,11,33,50,336,164,298,138,92,55,92,55,0,11,206,129,195,125,11,19,38,61,0,11,38,61,0,11,0,11,0,11,0,11
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",820,277,817,277,251,174,102,61,17,33,85,53,78,54,51,77,51,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,31,0,11,0,11,0,11,0,11,0,11,0,11,566,242,361,135,191,116,71,58,120,102,170,100,96,66,74,75,205,123,0,11,50,62,155,112,0,11,0,11,3,6
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",1072,341,1072,341,241,200,85,67,37,46,48,48,70,59,86,83,69,78,17,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,831,316,475,140,178,92,69,52,109,89,297,133,206,112,91,84,356,211,0,11,272,199,84,82,0,11,0,11,0,11
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",2037,414,2037,414,1582,460,532,147,81,60,451,142,131,84,676,216,676,216,0,11,0,11,32,35,20,34,136,142,0,11,0,11,55,63,0,11,0,11,0,11,0,11,0,11,0,11,455,131,431,120,194,75,177,74,17,28,237,102,237,102,0,11,24,38,0,11,24,38,0,11,0,11,0,11,0,11
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",2054,257,2029,256,664,219,244,81,159,70,85,55,194,78,106,69,106,69,0,11,0,11,0,11,79,70,41,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1365,209,791,107,330,108,165,83,165,86,461,124,309,111,152,66,574,166,62,79,330,151,138,76,0,11,44,50,25,39
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",1411,285,1411,285,960,297,377,109,268,102,109,69,331,103,219,92,219,92,0,11,0,11,0,11,7,17,0,11,26,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,451,127,370,106,247,95,218,92,29,21,123,55,99,50,24,24,81,49,10,16,58,43,13,19,0,11,0,11,0,11
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",1396,296,1396,296,493,254,179,83,137,72,42,46,168,85,124,102,124,102,0,11,0,11,0,11,12,18,0,11,0,11,0,11,10,16,0,11,0,11,0,11,0,11,0,11,0,11,903,247,412,116,238,122,94,76,144,86,174,73,62,48,112,56,491,175,0,11,316,147,83,63,0,11,92,82,0,11
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",1348,365,1348,365,972,383,398,162,244,141,154,128,392,170,182,113,182,113,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,376,151,318,121,158,93,158,93,0,11,160,84,113,76,47,51,58,63,0,11,58,63,0,11,0,11,0,11,0,11
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",778,195,778,195,396,161,183,73,106,56,77,51,164,68,49,58,33,53,16,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,382,163,280,88,98,60,78,50,20,31,182,81,150,75,32,38,102,105,62,96,20,33,20,32,0,11,0,11,0,11
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",651,222,651,222,226,150,102,63,68,52,34,39,103,64,21,33,0,11,21,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,425,174,362,121,37,43,21,34,16,25,325,112,279,100,46,74,63,78,0,11,0,11,63,78,0,11,0,11,0,11
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",1495,244,1495,244,714,234,314,98,212,81,102,56,319,102,81,72,81,72,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,781,219,680,167,213,128,213,128,0,11,467,144,391,128,76,73,101,92,0,11,0,11,35,55,0,11,66,76,0,11
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",2853,949,2853,949,1874,943,592,212,291,181,301,163,446,214,515,297,468,288,47,81,0,11,56,92,0,11,208,338,0,11,0,11,0,11,57,68,0,11,0,11,57,68,0,11,0,11,979,415,689,203,320,164,187,114,133,129,369,178,326,159,43,77,290,265,0,11,263,265,27,43,0,11,0,11,0,11
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",898,332,898,332,222,254,99,118,99,118,0,11,98,116,25,41,25,41,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,676,267,484,173,333,153,253,124,80,95,151,86,85,60,66,57,192,128,0,11,114,96,78,91,0,11,0,11,0,11
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",1358,473,1358,473,737,479,278,176,150,134,128,129,276,173,174,157,174,157,0,11,0,11,0,11,9,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,621,285,424,180,255,166,167,104,88,112,169,122,127,119,42,43,197,153,0,11,115,133,82,103,0,11,0,11,0,11
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",1164,433,1164,433,402,333,127,98,92,94,35,59,105,96,140,190,140,190,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,30,48,0,11,0,11,30,48,0,11,0,11,762,336,585,222,300,154,287,160,13,21,285,185,133,123,152,161,177,166,0,11,11,22,166,159,0,11,0,11,0,11
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",886,385,886,385,164,208,86,111,86,111,0,11,78,97,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,722,340,557,220,372,173,219,112,153,154,185,166,185,166,0,11,165,159,0,11,23,38,142,154,0,11,0,11,0,11
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",771,225,771,225,237,196,106,87,44,56,62,66,104,85,27,43,27,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,534,192,435,150,158,96,144,94,14,23,277,121,242,124,35,29,99,91,0,11,70,84,0,11,0,11,29,46,0,11
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",1316,414,1316,414,889,409,317,138,273,128,44,54,319,139,253,174,253,174,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,427,182,403,171,156,149,156,149,0,11,247,115,222,109,25,40,24,39,0,11,0,11,24,39,0,11,0,11,0,11
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",1405,442,1405,442,901,467,389,183,88,82,301,178,320,170,158,157,114,137,44,69,0,11,0,11,0,11,0,11,0,11,0,11,0,11,34,54,0,11,0,11,34,54,0,11,0,11,504,176,504,176,120,85,120,85,0,11,384,161,384,161,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",783,298,783,298,185,208,47,52,0,11,47,52,51,57,87,100,87,100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,598,240,494,188,199,120,92,70,107,104,295,189,295,189,0,11,104,103,0,11,0,11,104,103,0,11,0,11,0,11
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",885,315,885,315,425,302,173,115,173,115,0,11,105,86,46,69,0,11,46,69,0,11,0,11,37,63,0,11,0,11,0,11,0,11,64,109,0,11,64,109,0,11,0,11,0,11,460,170,422,150,211,122,190,114,21,36,211,139,211,139,0,11,38,62,0,11,38,62,0,11,0,11,0,11,0,11
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",941,317,941,317,495,263,217,116,79,66,138,97,127,82,151,113,151,113,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,446,163,446,163,113,94,113,94,0,11,333,153,333,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",680,212,680,212,91,104,45,52,39,46,6,19,46,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,589,198,557,182,326,147,295,144,31,49,231,134,231,134,0,11,32,50,0,11,0,11,32,50,0,11,0,11,0,11
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",587,171,587,171,189,144,69,52,30,33,39,40,41,37,61,60,61,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,18,28,0,11,0,11,18,28,0,11,0,11,398,137,382,128,197,111,197,111,0,11,185,107,167,104,18,30,16,29,0,11,0,11,16,29,0,11,0,11,0,11
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",1491,282,1314,280,574,256,200,82,93,68,107,69,175,74,199,128,199,128,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,740,207,594,172,422,174,342,168,80,55,172,83,151,78,21,25,146,85,11,22,95,70,40,44,0,11,0,11,177,71
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",1315,397,1307,397,798,385,239,111,44,41,195,104,86,55,403,220,350,200,53,85,0,11,19,34,6,25,0,11,0,11,0,11,0,11,45,74,0,11,0,11,45,74,0,11,0,11,509,173,378,109,230,100,126,72,104,76,148,70,135,69,13,22,131,87,0,11,0,11,104,79,0,11,27,46,8,13
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",1010,376,845,342,313,261,88,65,62,58,26,33,54,48,109,121,109,121,0,11,0,11,0,11,0,11,29,46,0,11,0,11,0,11,33,55,0,11,0,11,33,55,0,11,0,11,532,294,364,163,254,138,155,100,99,106,110,88,93,82,17,27,168,161,0,11,104,133,38,72,0,11,26,42,165,74
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",1128,218,1128,218,451,207,198,89,128,77,70,60,186,87,46,56,46,56,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,32,0,11,0,11,0,11,0,11,0,11,0,11,677,212,514,158,307,135,242,137,65,57,207,110,147,82,60,49,163,95,0,11,44,56,84,69,0,11,35,58,0,11
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",1401,373,1249,323,233,177,107,84,56,57,51,59,109,85,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,32,0,11,0,11,0,11,0,11,0,11,0,11,1016,329,692,193,267,166,185,133,82,106,425,150,331,140,94,66,324,202,0,11,240,183,40,47,0,11,44,70,152,114
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",1520,370,1520,370,746,338,337,142,132,95,205,117,286,137,123,111,123,111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,774,179,658,180,264,150,238,146,26,34,394,149,345,169,49,48,116,89,24,38,79,78,13,25,0,11,0,11,0,11
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",1210,542,1210,542,432,252,165,93,165,93,0,11,159,93,108,120,108,120,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,778,503,341,173,164,150,19,31,145,144,177,114,150,113,27,30,437,375,0,11,368,359,69,101,0,11,0,11,0,11
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",1277,332,1277,332,673,296,297,135,110,74,187,116,237,126,139,100,139,100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,604,210,547,190,272,164,263,160,9,20,275,111,235,113,40,48,57,58,0,11,21,33,36,48,0,11,0,11,0,11
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",710,286,710,286,461,292,164,105,0,11,164,105,48,51,102,92,102,92,0,11,0,11,0,11,76,101,71,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,249,91,232,82,124,95,108,92,16,28,108,68,108,68,0,11,17,30,0,11,0,11,17,30,0,11,0,11,0,11
