GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",654,250,63,106,63,106,63,106,0,11,0,11,0,11,0,11,0,11,0,11,0,11,591,241
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",1102,425,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1102,425
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",1519,436,610,407,408,318,408,318,0,11,0,11,0,11,0,11,202,245,202,245,0,11,909,279
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",2251,199,1238,229,1127,212,1105,208,22,29,94,105,94,105,0,11,17,26,17,26,0,11,1013,176
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",2145,601,927,443,667,387,667,387,0,11,260,420,260,420,0,11,0,11,0,11,0,11,1218,460
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",858,446,348,250,147,147,147,147,0,11,70,115,70,115,0,11,131,157,131,157,0,11,510,361
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",1546,492,52,83,52,83,52,83,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1494,486
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",914,329,593,357,542,352,542,352,0,11,0,11,0,11,0,11,51,99,51,99,0,11,321,172
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",1431,437,844,416,779,413,779,413,0,11,0,11,0,11,0,11,65,114,65,114,0,11,587,231
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",1186,294,254,227,254,227,254,227,0,11,0,11,0,11,0,11,0,11,0,11,0,11,932,277
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",1088,469,401,274,375,273,375,273,0,11,26,42,26,42,0,11,0,11,0,11,0,11,687,411
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",1542,304,709,268,606,264,606,264,0,11,32,53,32,53,0,11,71,84,71,84,0,11,833,213
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",530,163,226,148,175,124,175,124,0,11,51,81,30,48,21,33,0,11,0,11,0,11,304,103
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",1395,263,419,188,343,170,343,170,0,11,0,11,0,11,0,11,76,93,76,93,0,11,976,258
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",1192,276,366,200,178,121,178,121,0,11,151,185,151,185,0,11,37,66,30,54,7,13,826,232
1500000US360610072001,360610072001,"Block Group 1, Census Tract 72, New York County, New York",889,417,369,297,369,297,369,297,0,11,0,11,0,11,0,11,0,11,0,11,0,11,520,312
1500000US360610072002,360610072002,"Block Group 2, Census Tract 72, New York County, New York",1302,548,850,558,797,589,797,589,0,11,0,11,0,11,0,11,53,102,53,102,0,11,452,204
1500000US360610072003,360610072003,"Block Group 3, Census Tract 72, New York County, New York",770,303,326,240,204,193,204,193,0,11,0,11,0,11,0,11,122,140,122,140,0,11,444,268
1500000US360610072004,360610072004,"Block Group 4, Census Tract 72, New York County, New York",1417,465,424,383,143,159,143,159,0,11,192,314,192,314,0,11,89,147,89,147,0,11,993,341
1500000US360610072005,360610072005,"Block Group 5, Census Tract 72, New York County, New York",2013,576,725,400,725,400,692,391,33,55,0,11,0,11,0,11,0,11,0,11,0,11,1288,528
1500000US360610072006,360610072006,"Block Group 6, Census Tract 72, New York County, New York",297,111,108,91,108,91,108,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,189,120
1500000US360610072007,360610072007,"Block Group 7, Census Tract 72, New York County, New York",597,191,49,80,49,80,49,80,0,11,0,11,0,11,0,11,0,11,0,11,0,11,548,187
1500000US360610073001,360610073001,"Block Group 1, Census Tract 73, New York County, New York",810,331,130,117,88,111,88,111,0,11,0,11,0,11,0,11,42,73,42,73,0,11,680,309
1500000US360610073002,360610073002,"Block Group 2, Census Tract 73, New York County, New York",529,185,123,153,123,153,123,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,406,150
1500000US360610073003,360610073003,"Block Group 3, Census Tract 73, New York County, New York",1478,385,400,207,258,194,226,172,32,58,0,11,0,11,0,11,142,133,142,133,0,11,1078,355
1500000US360610073004,360610073004,"Block Group 4, Census Tract 73, New York County, New York",1402,278,691,253,644,237,644,237,0,11,47,78,47,78,0,11,0,11,0,11,0,11,711,210
1500000US360610073005,360610073005,"Block Group 5, Census Tract 73, New York County, New York",565,233,233,187,233,187,233,187,0,11,0,11,0,11,0,11,0,11,0,11,0,11,332,186
1500000US360610073006,360610073006,"Block Group 6, Census Tract 73, New York County, New York",888,265,409,251,409,251,409,251,0,11,0,11,0,11,0,11,0,11,0,11,0,11,479,181
1500000US360610074001,360610074001,"Block Group 1, Census Tract 74, New York County, New York",1074,255,534,239,534,239,534,239,0,11,0,11,0,11,0,11,0,11,0,11,0,11,540,164
1500000US360610074002,360610074002,"Block Group 2, Census Tract 74, New York County, New York",758,263,194,225,92,90,92,90,0,11,0,11,0,11,0,11,102,202,45,90,57,112,564,170
1500000US360610074003,360610074003,"Block Group 3, Census Tract 74, New York County, New York",1408,227,436,197,436,197,436,197,0,11,0,11,0,11,0,11,0,11,0,11,0,11,972,239
1500000US360610075000,360610075000,"Block Group 0, Census Tract 75, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610075001,360610075001,"Block Group 1, Census Tract 75, New York County, New York",1648,314,743,299,654,285,654,285,0,11,0,11,0,11,0,11,89,98,89,98,0,11,905,252
1500000US360610075002,360610075002,"Block Group 2, Census Tract 75, New York County, New York",1572,257,749,240,662,229,662,229,0,11,29,47,29,47,0,11,58,92,58,92,0,11,823,209
1500000US360610075003,360610075003,"Block Group 3, Census Tract 75, New York County, New York",1115,306,395,216,395,216,395,216,0,11,0,11,0,11,0,11,0,11,0,11,0,11,720,224
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",1500,231,345,161,266,140,266,140,0,11,21,38,21,38,0,11,58,53,58,53,0,11,1155,232
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",412,120,255,126,238,122,238,122,0,11,0,11,0,11,0,11,17,27,17,27,0,11,157,72
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",1084,280,322,176,228,146,228,146,0,11,0,11,0,11,0,11,94,113,94,113,0,11,762,254
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",834,251,215,173,215,173,215,173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,619,207
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",1536,381,448,208,299,202,274,188,25,40,102,120,86,97,16,27,47,51,47,51,0,11,1088,362
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",1177,325,404,212,379,212,379,212,0,11,0,11,0,11,0,11,25,37,25,37,0,11,773,306
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",945,455,325,203,211,149,211,149,0,11,0,11,0,11,0,11,114,142,103,134,11,23,620,403
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",1396,555,877,495,836,505,836,505,0,11,0,11,0,11,0,11,41,56,41,56,0,11,519,268
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",1087,418,250,289,250,289,250,289,0,11,0,11,0,11,0,11,0,11,0,11,0,11,837,343
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",471,178,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,471,178
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",1095,235,300,182,300,182,300,182,0,11,0,11,0,11,0,11,0,11,0,11,0,11,795,224
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",552,329,61,107,61,107,61,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,491,323
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",2163,523,1514,578,909,481,909,481,0,11,204,239,139,163,65,75,401,340,401,340,0,11,649,303
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",1241,387,123,113,88,100,88,100,0,11,0,11,0,11,0,11,35,58,35,58,0,11,1118,405
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",871,336,516,331,516,331,516,331,0,11,0,11,0,11,0,11,0,11,0,11,0,11,355,139
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",1151,297,689,318,624,298,624,298,0,11,0,11,0,11,0,11,65,95,65,95,0,11,462,143
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",1118,255,393,241,393,241,393,241,0,11,0,11,0,11,0,11,0,11,0,11,0,11,725,161
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",961,276,578,270,465,245,465,245,0,11,92,149,92,149,0,11,21,36,21,36,0,11,383,112
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",707,242,251,226,202,212,141,154,61,100,0,11,0,11,0,11,49,78,49,78,0,11,456,160
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",975,232,274,151,274,151,274,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,701,228
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",491,182,231,182,231,182,231,182,0,11,0,11,0,11,0,11,0,11,0,11,0,11,260,101
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",1466,346,841,374,800,381,800,381,0,11,0,11,0,11,0,11,41,54,41,54,0,11,625,178
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",1291,383,607,352,525,336,525,336,0,11,0,11,0,11,0,11,82,132,82,132,0,11,684,199
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",2102,684,1296,732,1169,708,1169,708,0,11,127,208,102,167,25,41,0,11,0,11,0,11,806,290
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",1858,511,820,328,449,269,449,269,0,11,0,11,0,11,0,11,371,276,346,255,25,41,1038,470
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",972,445,322,372,322,372,322,372,0,11,0,11,0,11,0,11,0,11,0,11,0,11,650,286
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",1692,485,1177,483,1177,483,1177,483,0,11,0,11,0,11,0,11,0,11,0,11,0,11,515,241
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",1417,417,597,393,442,383,442,383,0,11,155,176,155,176,0,11,0,11,0,11,0,11,820,266
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",725,274,270,256,68,81,68,81,0,11,123,201,81,133,42,68,79,130,54,90,25,40,455,186
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",956,272,454,245,354,217,354,217,0,11,0,11,0,11,0,11,100,109,100,109,0,11,502,156
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",1069,246,387,228,340,228,340,228,0,11,0,11,0,11,0,11,47,75,47,75,0,11,682,186
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",1035,320,699,312,645,305,612,295,33,50,54,84,54,84,0,11,0,11,0,11,0,11,336,164
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",817,277,251,174,193,162,193,162,0,11,0,11,0,11,0,11,58,68,58,68,0,11,566,242
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",1072,341,241,200,212,193,212,193,0,11,0,11,0,11,0,11,29,48,29,48,0,11,831,316
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",2037,414,1582,460,329,244,329,244,0,11,0,11,0,11,0,11,1253,425,1253,425,0,11,455,131
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",2029,256,664,219,491,200,491,200,0,11,33,38,33,38,0,11,140,114,140,114,0,11,1365,209
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",1411,285,960,297,890,293,890,293,0,11,0,11,0,11,0,11,70,74,70,74,0,11,451,127
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",1396,296,493,254,458,252,458,252,0,11,35,40,35,40,0,11,0,11,0,11,0,11,903,247
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",1348,365,972,383,899,372,899,372,0,11,13,26,13,26,0,11,60,98,60,98,0,11,376,151
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",778,195,396,161,362,154,362,154,0,11,0,11,0,11,0,11,34,54,34,54,0,11,382,163
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",651,222,226,150,226,150,226,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,425,174
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",1495,244,714,234,714,234,714,234,0,11,0,11,0,11,0,11,0,11,0,11,0,11,781,219
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",2853,949,1874,943,1493,956,1493,956,0,11,154,184,126,151,28,47,227,234,198,199,29,51,979,415
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",898,332,222,254,222,254,222,254,0,11,0,11,0,11,0,11,0,11,0,11,0,11,676,267
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",1358,473,737,479,723,475,723,475,0,11,0,11,0,11,0,11,14,31,14,31,0,11,621,285
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",1164,433,402,333,319,339,319,339,0,11,83,134,53,86,30,48,0,11,0,11,0,11,762,336
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",886,385,164,208,164,208,164,208,0,11,0,11,0,11,0,11,0,11,0,11,0,11,722,340
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",771,225,237,196,237,196,237,196,0,11,0,11,0,11,0,11,0,11,0,11,0,11,534,192
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",1316,414,889,409,889,409,889,409,0,11,0,11,0,11,0,11,0,11,0,11,0,11,427,182
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",1405,442,901,467,711,426,711,426,0,11,111,173,77,119,34,54,79,130,79,130,0,11,504,176
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",783,298,185,208,185,208,185,208,0,11,0,11,0,11,0,11,0,11,0,11,0,11,598,240
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",885,315,425,302,216,177,216,177,0,11,209,246,145,164,64,109,0,11,0,11,0,11,460,170
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",941,317,495,263,288,198,288,198,0,11,136,125,136,125,0,11,71,114,71,114,0,11,446,163
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",680,212,91,104,91,104,91,104,0,11,0,11,0,11,0,11,0,11,0,11,0,11,589,198
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",587,171,189,144,102,96,102,96,0,11,56,88,38,60,18,28,31,59,31,59,0,11,398,137
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",1314,280,574,256,500,232,500,232,0,11,74,118,74,118,0,11,0,11,0,11,0,11,740,207
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",1307,397,798,385,285,237,285,237,0,11,0,11,0,11,0,11,513,317,468,266,45,74,509,173
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",845,342,313,261,180,178,180,178,0,11,133,224,100,169,33,55,0,11,0,11,0,11,532,294
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",1128,218,451,207,419,204,419,204,0,11,0,11,0,11,0,11,32,50,32,50,0,11,677,212
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",1249,323,233,177,233,177,233,177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1016,329
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",1520,370,746,338,663,346,663,346,0,11,0,11,0,11,0,11,83,123,83,123,0,11,774,179
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",1210,542,432,252,432,252,432,252,0,11,0,11,0,11,0,11,0,11,0,11,0,11,778,503
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",1277,332,673,296,531,291,531,291,0,11,142,160,142,160,0,11,0,11,0,11,0,11,604,210
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",710,286,461,292,163,178,163,178,0,11,0,11,0,11,0,11,298,227,298,227,0,11,249,91
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",1188,446,775,446,511,340,511,340,0,11,239,366,239,366,0,11,25,46,25,46,0,11,413,181
1500000US360610091001,360610091001,"Block Group 1, Census Tract 91, New York County, New York",2776,498,1133,463,921,442,921,442,0,11,0,11,0,11,0,11,212,216,212,216,0,11,1643,451
1500000US360610091002,360610091002,"Block Group 2, Census Tract 91, New York County, New York",1799,369,761,304,726,300,726,300,0,11,35,67,26,50,9,17,0,11,0,11,0,11,1038,287
1500000US360610091003,360610091003,"Block Group 3, Census Tract 91, New York County, New York",899,282,305,255,269,252,269,252,0,11,0,11,0,11,0,11,36,55,36,55,0,11,594,238
1500000US360610091004,360610091004,"Block Group 4, Census Tract 91, New York County, New York",1093,288,361,352,322,347,322,347,0,11,0,11,0,11,0,11,39,61,39,61,0,11,732,263
1500000US360610092001,360610092001,"Block Group 1, Census Tract 92, New York County, New York",1709,174,530,188,390,158,390,158,0,11,47,61,38,49,9,13,93,74,85,68,8,13,1179,162
1500000US360610093001,360610093001,"Block Group 1, Census Tract 93, New York County, New York",1243,511,759,524,258,196,258,196,0,11,358,467,358,467,0,11,143,152,143,152,0,11,484,164
1500000US360610093002,360610093002,"Block Group 2, Census Tract 93, New York County, New York",1057,376,482,349,436,351,436,351,0,11,0,11,0,11,0,11,46,81,46,81,0,11,575,247
1500000US360610093003,360610093003,"Block Group 3, Census Tract 93, New York County, New York",1738,541,1220,519,441,411,441,411,0,11,0,11,0,11,0,11,779,551,633,457,146,113,518,188
1500000US360610093004,360610093004,"Block Group 4, Census Tract 93, New York County, New York",1087,360,658,388,658,388,658,388,0,11,0,11,0,11,0,11,0,11,0,11,0,11,429,173
1500000US360610093005,360610093005,"Block Group 5, Census Tract 93, New York County, New York",750,245,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,750,245
1500000US360610093006,360610093006,"Block Group 6, Census Tract 93, New York County, New York",3891,2344,3453,2374,2624,2408,2624,2408,0,11,0,11,0,11,0,11,829,499,779,475,50,77,438,201
1500000US360610093007,360610093007,"Block Group 7, Census Tract 93, New York County, New York",872,362,454,345,293,240,293,240,0,11,0,11,0,11,0,11,161,257,161,257,0,11,418,219
1500000US360610094001,360610094001,"Block Group 1, Census Tract 94, New York County, New York",15,14,8,11,8,11,8,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,8
1500000US360610095001,360610095001,"Block Group 1, Census Tract 95, New York County, New York",1579,244,881,220,830,219,830,219,0,11,0,11,0,11,0,11,51,54,44,47,7,10,698,168
1500000US360610095002,360610095002,"Block Group 2, Census Tract 95, New York County, New York",800,237,339,130,297,124,297,124,0,11,42,48,42,48,0,11,0,11,0,11,0,11,461,226
1500000US360610096001,360610096001,"Block Group 1, Census Tract 96, New York County, New York",149,52,53,35,53,35,53,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,96,41
1500000US360610097001,360610097001,"Block Group 1, Census Tract 97, New York County, New York",1938,302,1149,348,914,297,914,297,0,11,21,37,21,37,0,11,214,173,203,166,11,22,789,165
1500000US360610097002,360610097002,"Block Group 2, Census Tract 97, New York County, New York",893,353,702,363,318,250,318,250,0,11,384,258,334,220,50,49,0,11,0,11,0,11,191,85
1500000US360610097003,360610097003,"Block Group 3, Census Tract 97, New York County, New York",836,208,528,217,478,217,478,217,0,11,24,38,24,38,0,11,26,41,26,41,0,11,308,118
1500000US360610097004,360610097004,"Block Group 4, Census Tract 97, New York County, New York",1449,336,637,253,511,227,511,227,0,11,70,104,70,104,0,11,56,90,56,90,0,11,812,303
1500000US360610098001,360610098001,"Block Group 1, Census Tract 98, New York County, New York",885,412,611,425,505,398,505,398,0,11,0,11,0,11,0,11,106,164,106,164,0,11,274,131
1500000US360610098002,360610098002,"Block Group 2, Census Tract 98, New York County, New York",393,224,121,141,121,141,121,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,272,194
1500000US360610098003,360610098003,"Block Group 3, Census Tract 98, New York County, New York",1467,556,304,228,94,112,94,112,0,11,0,11,0,11,0,11,210,198,210,198,0,11,1163,564
1500000US360610098004,360610098004,"Block Group 4, Census Tract 98, New York County, New York",1296,481,813,467,813,467,813,467,0,11,0,11,0,11,0,11,0,11,0,11,0,11,483,286
1500000US360610098005,360610098005,"Block Group 5, Census Tract 98, New York County, New York",807,236,355,233,355,233,355,233,0,11,0,11,0,11,0,11,0,11,0,11,0,11,452,151
1500000US360610098006,360610098006,"Block Group 6, Census Tract 98, New York County, New York",2100,681,909,425,909,425,909,425,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1191,524
1500000US360610098007,360610098007,"Block Group 7, Census Tract 98, New York County, New York",604,227,137,151,137,151,137,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,467,207
1500000US360610099000,360610099000,"Block Group 0, Census Tract 99, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610099001,360610099001,"Block Group 1, Census Tract 99, New York County, New York",4829,370,1578,304,1269,280,1269,280,0,11,167,104,167,104,0,11,142,88,129,82,13,20,3251,334
1500000US360610100001,360610100001,"Block Group 1, Census Tract 100, New York County, New York",410,123,130,93,130,93,130,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,280,98
1500000US360610100002,360610100002,"Block Group 2, Census Tract 100, New York County, New York",1259,159,405,150,384,146,384,146,0,11,0,11,0,11,0,11,21,32,21,32,0,11,854,121
1500000US360610101001,360610101001,"Block Group 1, Census Tract 101, New York County, New York",1183,160,413,100,361,110,359,108,2,6,0,11,0,11,0,11,52,39,52,39,0,11,770,141
1500000US360610102001,360610102001,"Block Group 1, Census Tract 102, New York County, New York",247,114,204,116,204,116,204,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,43,36
1500000US360610103001,360610103001,"Block Group 1, Census Tract 103, New York County, New York",1833,237,585,220,409,193,409,193,0,11,13,21,13,21,0,11,163,102,148,93,15,25,1248,196
1500000US360610104001,360610104001,"Block Group 1, Census Tract 104, New York County, New York",974,140,447,139,377,125,377,125,0,11,0,11,0,11,0,11,70,54,60,45,10,14,527,89
1500000US360610106010,360610106010,"Block Group 0, Census Tract 106.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106011,360610106011,"Block Group 1, Census Tract 106.01, New York County, New York",708,251,547,247,508,246,508,246,0,11,0,11,0,11,0,11,39,66,39,66,0,11,161,102
1500000US360610106012,360610106012,"Block Group 2, Census Tract 106.01, New York County, New York",1344,470,895,510,815,516,815,516,0,11,0,11,0,11,0,11,80,134,80,134,0,11,449,183
1500000US360610106013,360610106013,"Block Group 3, Census Tract 106.01, New York County, New York",1491,384,818,393,761,386,761,386,0,11,0,11,0,11,0,11,57,93,57,93,0,11,673,256
1500000US360610106014,360610106014,"Block Group 4, Census Tract 106.01, New York County, New York",1221,276,492,250,492,250,492,250,0,11,0,11,0,11,0,11,0,11,0,11,0,11,729,221
1500000US360610106015,360610106015,"Block Group 5, Census Tract 106.01, New York County, New York",1410,344,647,308,596,305,596,305,0,11,0,11,0,11,0,11,51,81,51,81,0,11,763,267
1500000US360610106016,360610106016,"Block Group 6, Census Tract 106.01, New York County, New York",1085,357,764,371,764,371,764,371,0,11,0,11,0,11,0,11,0,11,0,11,0,11,321,138
1500000US360610106020,360610106020,"Block Group 0, Census Tract 106.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106021,360610106021,"Block Group 1, Census Tract 106.02, New York County, New York",1510,301,984,286,921,283,921,283,0,11,0,11,0,11,0,11,63,93,63,93,0,11,526,157
1500000US360610106022,360610106022,"Block Group 2, Census Tract 106.02, New York County, New York",1822,407,1143,421,1044,416,1044,416,0,11,0,11,0,11,0,11,99,108,99,108,0,11,679,168
1500000US360610106023,360610106023,"Block Group 3, Census Tract 106.02, New York County, New York",1121,303,807,327,739,339,739,339,0,11,0,11,0,11,0,11,68,79,68,79,0,11,314,155
1500000US360610108001,360610108001,"Block Group 1, Census Tract 108, New York County, New York",712,239,264,203,231,195,231,195,0,11,0,11,0,11,0,11,33,55,33,55,0,11,448,199
1500000US360610108002,360610108002,"Block Group 2, Census Tract 108, New York County, New York",1636,493,1058,497,842,409,842,409,0,11,0,11,0,11,0,11,216,344,171,271,45,73,578,207
1500000US360610108003,360610108003,"Block Group 3, Census Tract 108, New York County, New York",1302,318,750,306,527,268,527,268,0,11,0,11,0,11,0,11,223,178,200,168,23,37,552,214
1500000US360610108004,360610108004,"Block Group 4, Census Tract 108, New York County, New York",1052,326,824,348,824,348,824,348,0,11,0,11,0,11,0,11,0,11,0,11,0,11,228,146
1500000US360610108005,360610108005,"Block Group 5, Census Tract 108, New York County, New York",1364,613,582,550,582,550,507,521,75,119,0,11,0,11,0,11,0,11,0,11,0,11,782,334
1500000US360610108006,360610108006,"Block Group 6, Census Tract 108, New York County, New York",1282,362,521,312,389,260,389,260,0,11,33,68,33,68,0,11,99,159,99,159,0,11,761,268
1500000US360610108007,360610108007,"Block Group 7, Census Tract 108, New York County, New York",1272,361,682,329,682,329,682,329,0,11,0,11,0,11,0,11,0,11,0,11,0,11,590,180
