GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",916,175,146,67,87,59,59,44,34,37,25,27,770,178,572,181,198,98
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",754,201,176,94,164,93,12,18,0,11,12,18,578,197,416,174,162,118
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",453,149,137,85,105,74,32,43,0,11,32,43,316,138,209,123,107,70
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",707,241,288,152,280,154,8,12,0,11,8,12,419,200,396,200,23,35
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",707,204,100,107,100,107,0,11,0,11,0,11,607,196,491,208,116,109
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",438,176,0,11,0,11,0,11,0,11,0,11,438,176,410,177,28,25
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",841,190,153,93,153,93,0,11,0,11,0,11,688,196,609,200,79,70
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",314,170,30,52,30,52,0,11,0,11,0,11,284,173,186,163,98,79
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",980,216,477,193,278,148,199,135,49,57,150,129,503,217,425,201,78,89
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",640,185,58,54,43,49,15,25,0,11,15,25,582,185,327,150,255,120
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",468,126,164,77,164,77,0,11,0,11,0,11,304,118,250,109,54,43
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",727,148,300,124,276,117,24,35,0,11,24,35,427,135,400,136,27,30
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",827,146,147,88,147,88,0,11,0,11,0,11,680,149,637,151,43,46
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",589,132,220,102,163,77,57,79,48,79,9,15,369,108,357,108,12,19
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",498,119,88,82,72,78,16,24,0,11,16,24,410,113,368,98,42,65
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",720,164,139,77,139,77,0,11,0,11,0,11,581,165,497,156,84,71
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",301,99,83,77,83,77,0,11,0,11,0,11,218,84,183,83,35,32
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",759,129,287,110,266,113,21,27,0,11,21,27,472,134,363,129,109,60
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",790,199,239,124,197,110,42,68,0,11,42,68,551,171,455,174,96,55
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",999,218,409,207,384,204,25,42,25,42,0,11,590,172,404,135,186,135
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",1044,200,325,130,191,110,134,96,0,11,134,96,719,196,602,202,117,98
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",594,195,101,116,101,116,0,11,0,11,0,11,493,169,366,151,127,130
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",904,203,535,203,535,203,0,11,0,11,0,11,369,131,249,92,120,105
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",864,207,211,116,136,94,75,88,75,88,0,11,653,201,539,198,114,81
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",495,159,102,91,35,41,67,80,41,67,26,44,393,160,337,154,56,55
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",623,161,189,98,142,83,47,51,0,11,47,51,434,143,379,144,55,45
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",704,143,183,110,165,111,18,29,0,11,18,29,521,139,395,142,126,77
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",551,168,253,128,235,125,18,27,18,27,0,11,298,138,287,135,11,19
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",463,138,102,61,76,53,26,31,0,11,26,31,361,135,167,87,194,120
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",560,145,85,67,69,61,16,27,0,11,16,27,475,140,275,111,200,116
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",963,132,532,147,130,84,402,140,0,11,402,140,431,120,414,119,17,28
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",1035,94,244,81,193,78,51,36,14,16,37,32,791,107,474,128,317,97
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",747,125,377,109,340,108,37,39,0,11,37,39,370,106,317,103,53,32
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",591,107,179,83,166,82,13,16,13,16,0,11,412,116,156,81,256,95
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",716,154,398,162,374,160,24,30,7,15,17,28,318,121,271,118,47,51
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",463,95,183,73,165,69,18,29,0,11,18,29,280,88,228,80,52,48
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",464,132,102,63,102,63,0,11,0,11,0,11,362,121,300,107,62,78
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",994,151,314,98,314,98,0,11,0,11,0,11,680,167,604,154,76,73
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",1281,237,592,212,453,218,139,99,55,65,84,83,689,203,513,174,176,157
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",583,180,99,118,99,118,0,11,0,11,0,11,484,173,338,140,146,108
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",702,211,278,176,273,174,5,12,0,11,5,12,424,180,294,142,130,113
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",712,217,127,98,99,92,28,46,28,46,0,11,585,222,420,200,165,158
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",643,232,86,111,86,111,0,11,0,11,0,11,557,220,404,175,153,154
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",541,145,106,87,106,87,0,11,0,11,0,11,435,150,386,151,49,37
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",720,193,317,138,317,138,0,11,0,11,0,11,403,171,378,168,25,40
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",893,207,389,183,319,169,70,79,33,50,37,61,504,176,504,176,0,11
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",541,193,47,52,47,52,0,11,0,11,0,11,494,188,387,185,107,104
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",595,162,173,115,111,91,62,71,62,71,0,11,422,150,401,149,21,36
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",663,201,217,116,121,79,96,84,58,54,38,61,446,163,446,163,0,11
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",602,183,45,52,45,52,0,11,0,11,0,11,557,182,526,178,31,49
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",451,123,69,52,39,36,30,37,17,27,13,25,382,128,364,124,18,30
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",794,171,200,82,175,73,25,40,25,40,0,11,594,172,493,170,101,60
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",617,145,239,111,84,55,155,97,0,11,155,97,378,109,261,92,117,79
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",452,160,88,65,54,47,34,57,34,57,0,11,364,163,248,124,116,111
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",712,150,198,89,187,88,11,17,0,11,11,17,514,158,389,148,125,76
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",799,193,107,84,107,84,0,11,0,11,0,11,692,193,516,179,176,105
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",995,215,337,142,294,144,43,63,0,11,43,63,658,180,583,200,75,58
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",506,184,165,93,165,93,0,11,0,11,0,11,341,173,169,116,172,139
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",844,206,297,135,237,125,60,66,60,66,0,11,547,190,498,188,49,52
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",396,112,164,105,46,50,118,90,0,11,118,90,232,82,216,84,16,28
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",679,213,266,150,192,123,74,103,65,100,9,17,413,181,413,181,0,11
1500000US360610091001,360610091001,"Block Group 1, Census Tract 91, New York County, New York",1670,263,480,193,383,179,97,102,0,11,97,102,1190,276,939,240,251,116
1500000US360610091002,360610091002,"Block Group 2, Census Tract 91, New York County, New York",951,168,272,115,263,115,9,18,9,18,0,11,679,157,466,164,213,122
1500000US360610091003,360610091003,"Block Group 3, Census Tract 91, New York County, New York",686,196,125,113,111,112,14,21,0,11,14,21,561,212,541,204,20,36
1500000US360610091004,360610091004,"Block Group 4, Census Tract 91, New York County, New York",824,213,142,117,131,117,11,18,0,11,11,18,682,253,631,253,51,50
1500000US360610092001,360610092001,"Block Group 1, Census Tract 92, New York County, New York",1153,100,211,80,168,69,43,30,11,14,32,27,942,127,786,125,156,58
1500000US360610093001,360610093001,"Block Group 1, Census Tract 93, New York County, New York",835,252,351,236,129,98,222,222,157,206,65,71,484,164,484,164,0,11
1500000US360610093002,360610093002,"Block Group 2, Census Tract 93, New York County, New York",657,190,192,128,170,128,22,38,0,11,22,38,465,175,423,171,42,47
1500000US360610093003,360610093003,"Block Group 3, Census Tract 93, New York County, New York",820,188,326,129,150,134,176,126,0,11,176,126,494,173,473,170,21,39
1500000US360610093004,360610093004,"Block Group 4, Census Tract 93, New York County, New York",643,160,306,173,306,173,0,11,0,11,0,11,337,120,261,112,76,73
1500000US360610093005,360610093005,"Block Group 5, Census Tract 93, New York County, New York",628,207,0,11,0,11,0,11,0,11,0,11,628,207,546,213,82,67
1500000US360610093006,360610093006,"Block Group 6, Census Tract 93, New York County, New York",1067,319,686,311,400,290,286,186,0,11,286,186,381,172,322,163,59,65
1500000US360610093007,360610093007,"Block Group 7, Census Tract 93, New York County, New York",548,197,202,148,144,118,58,94,0,11,58,94,346,176,275,167,71,81
1500000US360610094001,360610094001,"Block Group 1, Census Tract 94, New York County, New York",11,10,4,6,4,6,0,11,0,11,0,11,7,8,7,8,0,11
1500000US360610095001,360610095001,"Block Group 1, Census Tract 95, New York County, New York",800,113,313,77,296,78,17,18,0,11,17,18,487,104,345,92,142,65
1500000US360610095002,360610095002,"Block Group 2, Census Tract 95, New York County, New York",423,79,137,50,122,48,15,18,15,18,0,11,286,80,215,75,71,52
1500000US360610096001,360610096001,"Block Group 1, Census Tract 96, New York County, New York",120,42,24,17,24,17,0,11,0,11,0,11,96,41,96,41,0,11
1500000US360610097001,360610097001,"Block Group 1, Census Tract 97, New York County, New York",1109,119,400,122,311,101,89,65,10,17,79,63,709,131,635,127,74,60
1500000US360610097002,360610097002,"Block Group 2, Census Tract 97, New York County, New York",386,107,195,88,78,58,117,75,117,75,0,11,191,85,191,85,0,11
1500000US360610097003,360610097003,"Block Group 3, Census Tract 97, New York County, New York",495,109,187,79,164,76,23,25,12,19,11,17,308,118,308,118,0,11
1500000US360610097004,360610097004,"Block Group 4, Census Tract 97, New York County, New York",723,169,215,94,179,89,36,37,21,32,15,24,508,175,288,144,220,119
1500000US360610098001,360610098001,"Block Group 1, Census Tract 98, New York County, New York",481,150,231,143,191,131,40,63,0,11,40,63,250,121,226,125,24,39
1500000US360610098002,360610098002,"Block Group 2, Census Tract 98, New York County, New York",260,142,62,72,62,72,0,11,0,11,0,11,198,131,122,100,76,85
1500000US360610098003,360610098003,"Block Group 3, Census Tract 98, New York County, New York",745,247,125,93,48,57,77,74,0,11,77,74,620,259,307,187,313,226
1500000US360610098004,360610098004,"Block Group 4, Census Tract 98, New York County, New York",648,195,293,149,293,149,0,11,0,11,0,11,355,179,268,158,87,102
1500000US360610098005,360610098005,"Block Group 5, Census Tract 98, New York County, New York",590,143,176,116,176,116,0,11,0,11,0,11,414,135,375,137,39,52
1500000US360610098006,360610098006,"Block Group 6, Census Tract 98, New York County, New York",1154,276,301,139,301,139,0,11,0,11,0,11,853,255,742,252,111,103
1500000US360610098007,360610098007,"Block Group 7, Census Tract 98, New York County, New York",414,140,64,73,64,73,0,11,0,11,0,11,350,142,273,129,77,75
1500000US360610099000,360610099000,"Block Group 0, Census Tract 99, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610099001,360610099001,"Block Group 1, Census Tract 99, New York County, New York",2891,174,663,122,534,108,129,56,81,51,48,29,2228,180,1620,190,608,128
1500000US360610100001,360610100001,"Block Group 1, Census Tract 100, New York County, New York",255,73,69,53,69,53,0,11,0,11,0,11,186,61,114,52,72,36
1500000US360610100002,360610100002,"Block Group 2, Census Tract 100, New York County, New York",924,96,149,58,141,56,8,12,0,11,8,12,775,103,708,104,67,40
1500000US360610101001,360610101001,"Block Group 1, Census Tract 101, New York County, New York",759,69,185,42,159,48,26,19,0,11,26,19,574,68,480,69,94,29
1500000US360610102001,360610102001,"Block Group 1, Census Tract 102, New York County, New York",125,58,91,56,91,56,0,11,0,11,0,11,34,31,25,29,9,11
1500000US360610103001,360610103001,"Block Group 1, Census Tract 103, New York County, New York",1151,106,221,80,162,72,59,34,5,8,54,33,930,111,741,110,189,62
1500000US360610104001,360610104001,"Block Group 1, Census Tract 104, New York County, New York",627,76,183,59,157,54,26,20,0,11,26,20,444,72,365,74,79,39
1500000US360610106010,360610106010,"Block Group 0, Census Tract 106.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106011,360610106011,"Block Group 1, Census Tract 106.01, New York County, New York",387,116,245,101,230,100,15,25,0,11,15,25,142,87,124,82,18,29
1500000US360610106012,360610106012,"Block Group 2, Census Tract 106.01, New York County, New York",715,172,319,166,291,162,28,48,0,11,28,48,396,148,343,132,53,59
1500000US360610106013,360610106013,"Block Group 3, Census Tract 106.01, New York County, New York",958,237,330,149,308,147,22,36,0,11,22,36,628,243,583,239,45,51
1500000US360610106014,360610106014,"Block Group 4, Census Tract 106.01, New York County, New York",892,200,230,112,230,112,0,11,0,11,0,11,662,201,613,208,49,57
1500000US360610106015,360610106015,"Block Group 5, Census Tract 106.01, New York County, New York",896,194,284,134,264,134,20,32,0,11,20,32,612,175,490,159,122,106
1500000US360610106016,360610106016,"Block Group 6, Census Tract 106.01, New York County, New York",602,139,308,127,308,127,0,11,0,11,0,11,294,123,266,123,28,43
1500000US360610106020,360610106020,"Block Group 0, Census Tract 106.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106021,360610106021,"Block Group 1, Census Tract 106.02, New York County, New York",875,163,397,115,379,115,18,27,0,11,18,27,478,140,433,136,45,43
1500000US360610106022,360610106022,"Block Group 2, Census Tract 106.02, New York County, New York",1021,172,397,143,363,141,34,35,0,11,34,35,624,149,577,145,47,45
1500000US360610106023,360610106023,"Block Group 3, Census Tract 106.02, New York County, New York",470,106,271,103,244,106,27,31,0,11,27,31,199,93,160,91,39,31
1500000US360610108001,360610108001,"Block Group 1, Census Tract 108, New York County, New York",459,121,133,103,116,99,17,29,0,11,17,29,326,106,280,107,46,53
1500000US360610108002,360610108002,"Block Group 2, Census Tract 108, New York County, New York",795,186,349,161,323,162,26,41,0,11,26,41,446,153,371,157,75,56
1500000US360610108003,360610108003,"Block Group 3, Census Tract 108, New York County, New York",678,174,280,112,202,100,78,62,0,11,78,62,398,156,285,154,113,80
1500000US360610108004,360610108004,"Block Group 4, Census Tract 108, New York County, New York",472,150,263,105,263,105,0,11,0,11,0,11,209,149,189,158,20,33
1500000US360610108005,360610108005,"Block Group 5, Census Tract 108, New York County, New York",754,274,191,186,191,186,0,11,0,11,0,11,563,222,460,209,103,80
1500000US360610108006,360610108006,"Block Group 6, Census Tract 108, New York County, New York",892,231,211,118,159,97,52,66,15,31,37,60,681,237,624,235,57,63
1500000US360610108007,360610108007,"Block Group 7, Census Tract 108, New York County, New York",769,178,261,122,261,122,0,11,0,11,0,11,508,137,426,131,82,77
1500000US360610109001,360610109001,"Block Group 1, Census Tract 109, New York County, New York",91,32,32,21,22,19,10,10,0,11,10,10,59,31,34,25,25,23
1500000US360610110001,360610110001,"Block Group 1, Census Tract 110, New York County, New York",606,214,201,115,174,109,27,44,0,11,27,44,405,212,339,220,66,51
1500000US360610110002,360610110002,"Block Group 2, Census Tract 110, New York County, New York",631,186,157,84,140,83,17,29,0,11,17,29,474,184,394,191,80,72
1500000US360610110003,360610110003,"Block Group 3, Census Tract 110, New York County, New York",852,246,250,164,250,164,0,11,0,11,0,11,602,203,441,165,161,141
1500000US360610110004,360610110004,"Block Group 4, Census Tract 110, New York County, New York",512,126,254,85,254,85,0,11,0,11,0,11,258,105,230,98,28,44
1500000US360610110005,360610110005,"Block Group 5, Census Tract 110, New York County, New York",448,205,212,134,69,70,143,119,78,123,65,78,236,188,236,188,0,11
1500000US360610110006,360610110006,"Block Group 6, Census Tract 110, New York County, New York",1128,250,275,152,220,136,55,65,0,11,55,65,853,257,694,232,159,102
1500000US360610111001,360610111001,"Block Group 1, Census Tract 111, New York County, New York",1022,167,381,122,290,109,91,67,14,23,77,64,641,145,456,143,185,86
1500000US360610111002,360610111002,"Block Group 2, Census Tract 111, New York County, New York",643,122,65,47,65,47,0,11,0,11,0,11,578,117,426,120,152,71
1500000US360610111003,360610111003,"Block Group 3, Census Tract 111, New York County, New York",799,147,69,60,14,23,55,55,0,11,55,55,730,139,374,110,356,143
1500000US360610112011,360610112011,"Block Group 1, Census Tract 112.01, New York County, New York",549,67,130,42,114,39,16,17,10,15,6,8,419,63,369,66,50,26
1500000US360610112021,360610112021,"Block Group 1, Census Tract 112.02, New York County, New York",190,47,75,36,62,34,13,11,4,6,9,10,115,45,107,45,8,13
1500000US360610112031,360610112031,"Block Group 1, Census Tract 112.03, New York County, New York",508,74,127,49,114,43,13,21,0,11,13,21,381,66,283,62,98,48
1500000US360610112032,360610112032,"Block Group 2, Census Tract 112.03, New York County, New York",181,52,64,30,50,25,14,15,0,11,14,15,117,48,111,48,6,9
1500000US360610113001,360610113001,"Block Group 1, Census Tract 113, New York County, New York",67,24,0,11,0,11,0,11,0,11,0,11,67,24,54,22,13,12
1500000US360610114011,360610114011,"Block Group 1, Census Tract 114.01, New York County, New York",405,87,184,61,155,57,29,21,0,11,29,21,221,73,199,75,22,26
1500000US360610114012,360610114012,"Block Group 2, Census Tract 114.01, New York County, New York",217,65,132,48,126,47,6,8,0,11,6,8,85,41,85,41,0,11
1500000US360610114021,360610114021,"Block Group 1, Census Tract 114.02, New York County, New York",745,107,265,86,228,81,37,25,0,11,37,25,480,87,376,76,104,57
1500000US360610114022,360610114022,"Block Group 2, Census Tract 114.02, New York County, New York",519,88,222,68,212,68,10,16,0,11,10,16,297,82,279,82,18,20
1500000US360610115001,360610115001,"Block Group 1, Census Tract 115, New York County, New York",704,119,223,86,157,68,66,47,38,39,28,25,481,99,329,103,152,66
1500000US360610115002,360610115002,"Block Group 2, Census Tract 115, New York County, New York",788,92,195,76,166,72,29,22,22,20,7,10,593,97,379,95,214,61
1500000US360610116000,360610116000,"Block Group 0, Census Tract 116, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610116001,360610116001,"Block Group 1, Census Tract 116, New York County, New York",513,162,245,123,177,95,68,86,0,11,68,86,268,124,206,128,62,55
1500000US360610116002,360610116002,"Block Group 2, Census Tract 116, New York County, New York",728,141,254,112,206,99,48,56,0,11,48,56,474,139,404,136,70,49
1500000US360610116003,360610116003,"Block Group 3, Census Tract 116, New York County, New York",580,138,50,43,34,37,16,23,16,23,0,11,530,139,480,143,50,50
1500000US360610117000,360610117000,"Block Group 0, Census Tract 117, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610117001,360610117001,"Block Group 1, Census Tract 117, New York County, New York",2363,248,580,141,367,115,213,108,48,52,165,97,1783,233,1353,233,430,162
1500000US360610118001,360610118001,"Block Group 1, Census Tract 118, New York County, New York",959,218,415,207,385,202,30,47,30,47,0,11,544,183,435,161,109,120
1500000US360610118002,360610118002,"Block Group 2, Census Tract 118, New York County, New York",702,216,235,160,184,149,51,61,0,11,51,61,467,175,376,158,91,145
1500000US360610118003,360610118003,"Block Group 3, Census Tract 118, New York County, New York",357,193,139,125,83,88,56,85,0,11,56,85,218,155,174,160,44,57
1500000US360610118004,360610118004,"Block Group 4, Census Tract 118, New York County, New York",916,182,313,140,265,130,48,59,0,11,48,59,603,166,424,139,179,104
1500000US360610118005,360610118005,"Block Group 5, Census Tract 118, New York County, New York",530,121,159,96,159,96,0,11,0,11,0,11,371,132,321,137,50,59
1500000US360610118006,360610118006,"Block Group 6, Census Tract 118, New York County, New York",770,205,391,181,310,177,81,70,0,11,81,70,379,143,342,144,37,47
1500000US360610118007,360610118007,"Block Group 7, Census Tract 118, New York County, New York",413,164,351,173,351,173,0,11,0,11,0,11,62,72,62,72,0,11
1500000US360610118008,360610118008,"Block Group 8, Census Tract 118, New York County, New York",489,190,145,126,145,126,0,11,0,11,0,11,344,155,344,155,0,11
1500000US360610119001,360610119001,"Block Group 1, Census Tract 119, New York County, New York",379,72,0,11,0,11,0,11,0,11,0,11,379,72,379,72,0,11
1500000US360610119002,360610119002,"Block Group 2, Census Tract 119, New York County, New York",657,68,8,13,8,13,0,11,0,11,0,11,649,69,624,74,25,39
1500000US360610120001,360610120001,"Block Group 1, Census Tract 120, New York County, New York",286,91,109,63,109,63,0,11,0,11,0,11,177,79,153,77,24,27
1500000US360610120002,360610120002,"Block Group 2, Census Tract 120, New York County, New York",339,113,172,76,161,75,11,17,11,17,0,11,167,97,167,97,0,11
1500000US360610120003,360610120003,"Block Group 3, Census Tract 120, New York County, New York",376,114,205,76,150,73,55,45,22,36,33,48,171,94,162,93,9,15
1500000US360610120004,360610120004,"Block Group 4, Census Tract 120, New York County, New York",715,152,338,112,309,105,29,35,13,22,16,27,377,142,364,144,13,20
1500000US360610121001,360610121001,"Block Group 1, Census Tract 121, New York County, New York",676,222,88,87,88,87,0,11,0,11,0,11,588,211,322,183,266,132
1500000US360610121002,360610121002,"Block Group 2, Census Tract 121, New York County, New York",1843,271,439,181,258,143,181,147,112,123,69,61,1404,285,1280,278,124,120
1500000US360610121003,360610121003,"Block Group 3, Census Tract 121, New York County, New York",454,174,70,75,48,66,22,36,22,36,0,11,384,162,329,164,55,44
1500000US360610121004,360610121004,"Block Group 4, Census Tract 121, New York County, New York",556,205,138,111,138,111,0,11,0,11,0,11,418,191,340,182,78,71
1500000US360610121005,360610121005,"Block Group 5, Census Tract 121, New York County, New York",598,194,77,70,77,70,0,11,0,11,0,11,521,187,404,167,117,114
1500000US360610121006,360610121006,"Block Group 6, Census Tract 121, New York County, New York",837,235,164,134,64,65,100,115,0,11,100,115,673,219,510,215,163,126
1500000US360610122001,360610122001,"Block Group 1, Census Tract 122, New York County, New York",421,94,179,77,168,74,11,18,0,11,11,18,242,90,230,88,12,19
1500000US360610122002,360610122002,"Block Group 2, Census Tract 122, New York County, New York",437,89,204,64,204,64,0,11,0,11,0,11,233,95,218,92,15,24
1500000US360610122003,360610122003,"Block Group 3, Census Tract 122, New York County, New York",255,111,91,71,91,71,0,11,0,11,0,11,164,90,164,90,0,11
1500000US360610122004,360610122004,"Block Group 4, Census Tract 122, New York County, New York",739,154,278,115,263,112,15,25,0,11,15,25,461,156,448,154,13,21
1500000US360610124000,360610124000,"Block Group 0, Census Tract 124, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610124001,360610124001,"Block Group 1, Census Tract 124, New York County, New York",1005,236,284,140,196,96,88,99,0,11,88,99,721,225,665,221,56,58
1500000US360610124002,360610124002,"Block Group 2, Census Tract 124, New York County, New York",895,198,344,181,285,182,59,72,0,11,59,72,551,202,443,181,108,89
1500000US360610124003,360610124003,"Block Group 3, Census Tract 124, New York County, New York",791,228,303,140,303,140,0,11,0,11,0,11,488,209,468,209,20,35
1500000US360610124004,360610124004,"Block Group 4, Census Tract 124, New York County, New York",690,135,310,135,175,112,135,111,0,11,135,111,380,145,342,141,38,44
1500000US360610124005,360610124005,"Block Group 5, Census Tract 124, New York County, New York",376,266,224,214,108,149,116,161,116,161,0,11,152,161,35,58,117,151
1500000US360610124006,360610124006,"Block Group 6, Census Tract 124, New York County, New York",817,262,399,228,224,167,175,160,54,84,121,140,418,171,384,176,34,57
1500000US360610124007,360610124007,"Block Group 7, Census Tract 124, New York County, New York",400,203,157,113,103,88,54,87,0,11,54,87,243,170,243,170,0,11
1500000US360610124008,360610124008,"Block Group 8, Census Tract 124, New York County, New York",351,117,65,65,65,65,0,11,0,11,0,11,286,123,265,126,21,34
1500000US360610125001,360610125001,"Block Group 1, Census Tract 125, New York County, New York",541,99,198,60,158,59,40,39,30,35,10,18,343,85,237,77,106,53
1500000US360610125002,360610125002,"Block Group 2, Census Tract 125, New York County, New York",931,132,168,84,156,82,12,16,0,11,12,16,763,131,562,133,201,73
1500000US360610126001,360610126001,"Block Group 1, Census Tract 126, New York County, New York",2020,454,781,320,610,276,171,161,0,11,171,161,1239,388,1090,381,149,135
1500000US360610126002,360610126002,"Block Group 2, Census Tract 126, New York County, New York",371,204,204,204,204,204,0,11,0,11,0,11,167,123,117,96,50,80
1500000US360610126003,360610126003,"Block Group 3, Census Tract 126, New York County, New York",780,222,346,212,291,207,55,94,0,11,55,94,434,225,316,214,118,104
1500000US360610126004,360610126004,"Block Group 4, Census Tract 126, New York County, New York",966,262,554,283,412,229,142,170,0,11,142,170,412,170,346,195,66,109
1500000US360610126005,360610126005,"Block Group 5, Census Tract 126, New York County, New York",584,249,325,279,325,279,0,11,0,11,0,11,259,128,259,128,0,11
1500000US360610126006,360610126006,"Block Group 6, Census Tract 126, New York County, New York",725,222,148,145,148,145,0,11,0,11,0,11,577,192,529,182,48,78
