GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",1095,235,989,213,841,199,0,11,0,11,125,96,0,11,0,11,23,40,0,11,23,40,106,92,64,65,0,11,0,11,0,11,0,11,42,69,0,11,0,11,0,11
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",579,329,475,297,312,205,75,107,0,11,82,82,0,11,0,11,6,20,0,11,6,20,104,143,104,143,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",2163,523,2080,513,1572,444,180,209,0,11,228,246,0,11,0,11,100,149,0,11,100,149,83,90,83,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",1241,387,1130,379,962,356,0,11,0,11,125,104,0,11,0,11,43,72,0,11,43,72,111,120,111,120,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",871,336,850,332,786,336,0,11,0,11,54,61,0,11,10,16,0,11,0,11,0,11,21,40,21,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",1151,297,1138,299,1077,299,0,11,0,11,43,49,0,11,0,11,18,29,0,11,18,29,13,21,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",1118,255,1096,254,1023,248,13,21,0,11,41,47,0,11,19,29,0,11,0,11,0,11,22,26,22,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",961,276,762,217,720,216,0,11,13,21,17,27,0,11,0,11,12,19,0,11,12,19,199,188,199,188,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",707,242,643,231,555,211,61,71,0,11,27,33,0,11,0,11,0,11,0,11,0,11,64,82,64,82,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",978,233,947,230,812,218,15,25,0,11,120,75,0,11,0,11,0,11,0,11,0,11,31,37,0,11,0,11,0,11,0,11,0,11,0,11,31,37,0,11,31,37
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",491,182,433,171,388,165,13,22,0,11,32,50,0,11,0,11,0,11,0,11,0,11,58,92,0,11,0,11,0,11,0,11,0,11,58,92,0,11,0,11,0,11
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",1565,357,1506,351,1213,356,5,10,0,11,275,178,0,11,0,11,13,17,0,11,13,17,59,50,59,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",1304,384,1199,377,1108,361,8,8,0,11,56,81,0,11,0,11,27,52,27,52,0,11,105,101,105,101,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",2102,684,1956,671,1453,463,24,41,0,11,301,192,0,11,0,11,178,278,0,11,178,278,146,141,146,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",1952,529,1716,542,1637,540,39,37,0,11,40,54,0,11,0,11,0,11,0,11,0,11,236,157,183,148,0,11,0,11,0,11,0,11,29,46,24,40,0,11,24,40
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",1040,445,1022,443,859,441,30,44,0,11,133,106,0,11,0,11,0,11,0,11,0,11,18,26,6,13,12,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",1692,485,1658,483,1554,479,41,66,0,11,63,74,0,11,0,11,0,11,0,11,0,11,34,56,34,56,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",1417,417,1111,313,900,230,0,11,0,11,121,154,0,11,0,11,90,139,0,11,90,139,306,366,306,366,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",754,275,668,240,497,206,0,11,0,11,143,106,0,11,0,11,28,46,0,11,28,46,86,85,86,85,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",956,272,937,272,567,250,36,58,0,11,304,162,0,11,0,11,30,49,30,49,0,11,19,30,19,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",1069,246,997,250,900,246,0,11,0,11,97,70,0,11,0,11,0,11,0,11,0,11,72,59,72,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",1035,320,1020,321,755,297,67,107,0,11,160,125,0,11,36,57,2,31,0,11,2,31,15,26,15,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",820,277,783,272,713,274,31,49,0,11,39,50,0,11,0,11,0,11,0,11,0,11,37,36,15,24,3,6,19,32,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",1072,341,894,304,785,287,0,11,0,11,47,56,0,11,0,11,62,75,0,11,62,75,178,157,92,71,0,11,0,11,0,11,0,11,86,141,0,11,0,11,0,11
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",2037,414,1054,236,428,140,198,171,0,11,366,135,0,11,0,11,62,70,0,11,62,70,983,356,250,126,209,183,35,59,0,11,0,11,318,399,171,170,171,170,0,11
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",2054,257,1908,252,905,200,48,51,0,11,847,219,0,11,0,11,108,95,0,11,108,95,146,105,97,94,15,24,27,46,0,11,0,11,7,12,0,11,0,11,0,11
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",1411,285,1291,275,824,272,7,11,0,11,445,225,0,11,0,11,15,27,0,11,15,27,120,99,113,99,0,11,0,11,0,11,0,11,7,12,0,11,0,11,0,11
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",1396,296,1362,287,1139,276,32,40,0,11,187,112,0,11,0,11,4,9,0,11,4,9,34,42,26,39,0,11,0,11,0,11,0,11,8,14,0,11,0,11,0,11
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",1348,365,1300,366,1099,368,0,11,0,11,147,222,0,11,20,31,34,53,0,11,34,53,48,44,31,36,0,11,0,11,0,11,0,11,17,26,0,11,0,11,0,11
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",778,195,712,171,644,170,0,11,0,11,0,11,0,11,0,11,68,69,0,11,68,69,66,66,46,57,0,11,0,11,0,11,0,11,0,11,20,31,0,11,20,31
1500000US360610086033,360610086033,"Block Group 3, Census Tract 86.03, New York County, New York",651,222,608,219,592,218,0,11,0,11,16,26,0,11,0,11,0,11,0,11,0,11,43,51,43,51,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610086034,360610086034,"Block Group 4, Census Tract 86.03, New York County, New York",1495,244,1399,256,1312,263,17,28,0,11,70,71,0,11,0,11,0,11,0,11,0,11,96,82,68,68,0,11,0,11,0,11,0,11,28,45,0,11,0,11,0,11
1500000US360610087001,360610087001,"Block Group 1, Census Tract 87, New York County, New York",2853,949,2648,925,2234,801,0,11,0,11,316,384,0,11,0,11,98,114,0,11,98,114,205,156,92,126,0,11,0,11,0,11,0,11,84,140,29,48,0,11,29,48
1500000US360610087002,360610087002,"Block Group 2, Census Tract 87, New York County, New York",898,332,741,270,699,276,0,11,0,11,42,52,0,11,0,11,0,11,0,11,0,11,157,153,157,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610087003,360610087003,"Block Group 3, Census Tract 87, New York County, New York",1358,473,1283,435,1056,399,37,61,0,11,123,144,0,11,67,111,0,11,0,11,0,11,75,102,61,97,0,11,0,11,0,11,0,11,14,31,0,11,0,11,0,11
1500000US360610087004,360610087004,"Block Group 4, Census Tract 87, New York County, New York",1164,433,859,353,713,337,22,36,0,11,60,63,0,11,0,11,64,81,0,11,64,81,305,325,237,308,0,11,0,11,0,11,0,11,68,99,0,11,0,11,0,11
1500000US360610087005,360610087005,"Block Group 5, Census Tract 87, New York County, New York",886,385,748,361,605,295,0,11,0,11,143,158,0,11,0,11,0,11,0,11,0,11,138,188,138,188,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088001,360610088001,"Block Group 1, Census Tract 88, New York County, New York",771,225,731,224,477,229,36,41,0,11,173,142,0,11,17,32,28,46,0,11,28,46,40,48,40,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088002,360610088002,"Block Group 2, Census Tract 88, New York County, New York",1316,414,1287,410,888,410,0,11,0,11,273,139,0,11,0,11,126,154,0,11,126,154,29,48,29,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088003,360610088003,"Block Group 3, Census Tract 88, New York County, New York",1405,442,1348,432,833,377,44,69,0,11,471,287,0,11,0,11,0,11,0,11,0,11,57,64,34,54,0,11,0,11,0,11,0,11,0,11,23,36,23,36,0,11
1500000US360610088004,360610088004,"Block Group 4, Census Tract 88, New York County, New York",783,298,757,283,568,268,0,11,0,11,189,180,0,11,0,11,0,11,0,11,0,11,26,38,26,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088005,360610088005,"Block Group 5, Census Tract 88, New York County, New York",885,315,826,323,534,223,0,11,0,11,204,159,0,11,0,11,88,110,0,11,88,110,59,96,59,96,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088006,360610088006,"Block Group 6, Census Tract 88, New York County, New York",941,317,893,324,792,301,32,52,0,11,69,84,0,11,0,11,0,11,0,11,0,11,48,60,48,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610088007,360610088007,"Block Group 7, Census Tract 88, New York County, New York",680,212,590,204,457,207,40,54,0,11,61,72,0,11,0,11,32,52,0,11,32,52,90,89,90,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610089001,360610089001,"Block Group 1, Census Tract 89, New York County, New York",587,171,503,163,399,138,50,79,0,11,36,40,0,11,0,11,18,29,0,11,18,29,84,80,53,65,31,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610089002,360610089002,"Block Group 2, Census Tract 89, New York County, New York",1491,282,1317,288,1189,283,68,52,0,11,60,50,0,11,0,11,0,11,0,11,0,11,174,177,76,94,0,11,0,11,34,51,0,11,0,11,64,98,0,11,64,98
1500000US360610089003,360610089003,"Block Group 3, Census Tract 89, New York County, New York",1315,397,923,305,564,272,261,152,0,11,98,88,0,11,0,11,0,11,0,11,0,11,392,246,202,138,0,11,0,11,0,11,0,11,99,77,91,142,91,142,0,11
1500000US360610089004,360610089004,"Block Group 4, Census Tract 89, New York County, New York",1010,376,977,375,865,323,8,13,0,11,68,76,0,11,0,11,36,44,17,27,19,35,33,38,29,37,4,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610089005,360610089005,"Block Group 5, Census Tract 89, New York County, New York",1128,218,997,230,760,198,32,50,0,11,88,105,0,11,100,136,17,28,0,11,17,28,131,82,131,82,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610090001,360610090001,"Block Group 1, Census Tract 90, New York County, New York",1401,373,1359,353,791,255,83,77,0,11,403,324,6,14,0,11,76,123,0,11,76,123,42,61,42,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610090002,360610090002,"Block Group 2, Census Tract 90, New York County, New York",1520,370,1378,383,959,295,0,11,0,11,345,188,0,11,0,11,74,90,0,11,74,90,142,136,142,136,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610090003,360610090003,"Block Group 3, Census Tract 90, New York County, New York",1210,542,1168,547,906,527,37,58,0,11,225,145,0,11,0,11,0,11,0,11,0,11,42,68,42,68,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610090004,360610090004,"Block Group 4, Census Tract 90, New York County, New York",1277,332,1241,339,905,277,13,24,0,11,323,216,0,11,0,11,0,11,0,11,0,11,36,43,36,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610090005,360610090005,"Block Group 5, Census Tract 90, New York County, New York",710,286,682,287,430,245,0,11,0,11,252,179,0,11,0,11,0,11,0,11,0,11,28,45,0,11,0,11,0,11,0,11,0,11,28,45,0,11,0,11,0,11
1500000US360610090006,360610090006,"Block Group 6, Census Tract 90, New York County, New York",1188,446,744,300,397,221,41,65,0,11,306,194,0,11,0,11,0,11,0,11,0,11,444,348,444,348,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610091001,360610091001,"Block Group 1, Census Tract 91, New York County, New York",2874,503,2655,485,1709,379,83,67,0,11,605,339,0,11,0,11,258,179,0,11,258,179,219,158,139,133,5,10,0,11,0,11,0,11,46,74,29,48,0,11,29,48
1500000US360610091002,360610091002,"Block Group 2, Census Tract 91, New York County, New York",1799,369,1722,370,1392,354,50,53,0,11,280,182,0,11,0,11,0,11,0,11,0,11,77,58,61,54,0,11,0,11,16,26,0,11,0,11,0,11,0,11,0,11
1500000US360610091003,360610091003,"Block Group 3, Census Tract 91, New York County, New York",899,282,819,277,578,244,80,119,0,11,78,123,0,11,0,11,83,92,0,11,83,92,80,77,65,73,0,11,0,11,0,11,0,11,15,25,0,11,0,11,0,11
1500000US360610091004,360610091004,"Block Group 4, Census Tract 91, New York County, New York",1093,288,1032,238,661,255,30,36,0,11,341,233,0,11,0,11,0,11,0,11,0,11,61,125,0,11,0,11,0,11,61,125,0,11,0,11,0,11,0,11,0,11
1500000US360610092001,360610092001,"Block Group 1, Census Tract 92, New York County, New York",1717,173,1624,170,1300,185,35,27,0,11,274,100,0,11,8,12,7,14,0,11,7,14,93,61,79,56,14,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610093001,360610093001,"Block Group 1, Census Tract 93, New York County, New York",1255,517,789,247,687,209,87,107,0,11,0,11,0,11,0,11,15,25,0,11,15,25,466,458,466,458,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610093002,360610093002,"Block Group 2, Census Tract 93, New York County, New York",1057,376,1057,376,985,342,0,11,0,11,31,49,0,11,0,11,41,78,0,11,41,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610093003,360610093003,"Block Group 3, Census Tract 93, New York County, New York",1738,541,1539,478,1413,494,50,95,0,11,0,11,0,11,52,96,24,46,0,11,24,46,199,294,199,294,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610093004,360610093004,"Block Group 4, Census Tract 93, New York County, New York",1087,360,1018,360,1001,363,0,11,0,11,17,27,0,11,0,11,0,11,0,11,0,11,69,69,69,69,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610093005,360610093005,"Block Group 5, Census Tract 93, New York County, New York",750,245,721,241,625,247,52,85,0,11,44,75,0,11,0,11,0,11,0,11,0,11,29,48,29,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610093006,360610093006,"Block Group 6, Census Tract 93, New York County, New York",3891,2344,2576,2301,253,142,1870,2244,0,11,453,452,0,11,0,11,0,11,0,11,0,11,1315,769,189,231,78,122,0,11,0,11,0,11,851,799,197,222,197,222,0,11
1500000US360610093007,360610093007,"Block Group 7, Census Tract 93, New York County, New York",872,362,872,362,614,284,97,121,0,11,161,257,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610094001,360610094001,"Block Group 1, Census Tract 94, New York County, New York",15,14,15,14,11,12,0,11,0,11,0,11,0,11,4,6,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610095001,360610095001,"Block Group 1, Census Tract 95, New York County, New York",1579,244,1512,246,1071,203,46,60,0,11,284,113,0,11,0,11,111,70,0,11,111,70,67,53,67,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610095002,360610095002,"Block Group 2, Census Tract 95, New York County, New York",1720,314,1650,319,1333,231,80,55,0,11,230,216,0,11,0,11,7,14,0,11,7,14,70,41,60,31,8,15,0,11,0,11,0,11,0,11,2,4,2,4,0,11
1500000US360610096001,360610096001,"Block Group 1, Census Tract 96, New York County, New York",149,52,142,51,82,42,0,11,12,19,48,27,0,11,0,11,0,11,0,11,0,11,7,11,4,6,0,11,0,11,0,11,0,11,0,11,3,6,0,11,3,6
1500000US360610097001,360610097001,"Block Group 1, Census Tract 97, New York County, New York",1944,303,1469,266,1157,207,2,3,10,18,235,177,0,11,0,11,65,65,0,11,65,65,475,253,324,223,26,31,0,11,0,11,0,11,70,69,55,45,0,11,55,45
1500000US360610097002,360610097002,"Block Group 2, Census Tract 97, New York County, New York",893,353,301,152,34,39,73,67,0,11,137,123,0,11,0,11,57,69,0,11,57,69,592,324,501,321,42,54,0,11,0,11,0,11,31,36,18,31,18,31,0,11
1500000US360610097003,360610097003,"Block Group 3, Census Tract 97, New York County, New York",836,208,645,142,632,146,0,11,0,11,13,21,0,11,0,11,0,11,0,11,0,11,191,130,118,117,0,11,0,11,0,11,0,11,0,11,73,95,73,95,0,11
1500000US360610097004,360610097004,"Block Group 4, Census Tract 97, New York County, New York",1490,347,1292,328,809,284,34,40,0,11,426,210,0,11,0,11,23,40,0,11,23,40,198,129,140,122,15,26,0,11,0,11,0,11,0,11,43,44,43,44,0,11
1500000US360610098001,360610098001,"Block Group 1, Census Tract 98, New York County, New York",987,407,714,240,482,219,45,72,0,11,187,170,0,11,0,11,0,11,0,11,0,11,273,301,230,304,43,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610098002,360610098002,"Block Group 2, Census Tract 98, New York County, New York",393,224,369,222,301,207,41,67,0,11,0,11,0,11,0,11,27,45,0,11,27,45,24,40,24,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610098003,360610098003,"Block Group 3, Census Tract 98, New York County, New York",1467,556,1431,569,977,451,0,11,0,11,454,348,0,11,0,11,0,11,0,11,0,11,36,59,36,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610098004,360610098004,"Block Group 4, Census Tract 98, New York County, New York",1296,481,1282,482,1089,475,0,11,0,11,193,265,0,11,0,11,0,11,0,11,0,11,14,23,14,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610098005,360610098005,"Block Group 5, Census Tract 98, New York County, New York",807,236,769,224,757,224,0,11,0,11,0,11,0,11,0,11,12,22,0,11,12,22,38,50,0,11,0,11,0,11,0,11,0,11,0,11,38,50,0,11,38,50
1500000US360610098006,360610098006,"Block Group 6, Census Tract 98, New York County, New York",2100,681,2100,681,1841,684,0,11,0,11,176,190,0,11,70,128,13,21,0,11,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610098007,360610098007,"Block Group 7, Census Tract 98, New York County, New York",604,227,604,227,525,232,0,11,0,11,79,128,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610099000,360610099000,"Block Group 0, Census Tract 99, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610099001,360610099001,"Block Group 1, Census Tract 99, New York County, New York",4938,383,4596,404,3014,376,234,93,6,10,1200,293,0,11,20,31,122,89,5,9,117,87,342,109,226,92,10,17,0,11,0,11,0,11,84,69,22,21,0,11,22,21
1500000US360610100001,360610100001,"Block Group 1, Census Tract 100, New York County, New York",424,123,347,93,274,81,10,8,0,11,51,45,0,11,0,11,12,21,0,11,12,21,77,85,73,85,3,6,0,11,0,11,0,11,1,3,0,11,0,11,0,11
1500000US360610100002,360610100002,"Block Group 2, Census Tract 100, New York County, New York",1259,159,1107,196,975,192,12,20,6,10,75,45,0,11,20,31,19,32,0,11,19,32,152,83,69,51,0,11,0,11,0,11,0,11,72,58,11,16,0,11,11,16
1500000US360610101001,360610101001,"Block Group 1, Census Tract 101, New York County, New York",1259,164,1186,174,659,138,59,25,0,11,435,86,0,11,6,9,27,22,11,11,16,19,73,42,58,35,15,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610102001,360610102001,"Block Group 1, Census Tract 102, New York County, New York",258,116,250,117,213,109,1,2,25,40,11,9,0,11,0,11,0,11,0,11,0,11,8,8,7,8,1,4,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610103001,360610103001,"Block Group 1, Census Tract 103, New York County, New York",1841,237,1765,227,1121,216,141,90,18,23,409,114,0,11,0,11,76,57,2,7,74,56,76,52,52,48,16,19,0,11,0,11,0,11,8,13,0,11,0,11,0,11
1500000US360610104001,360610104001,"Block Group 1, Census Tract 104, New York County, New York",982,140,912,149,715,125,22,14,0,11,175,67,0,11,0,11,0,11,0,11,0,11,70,79,25,27,0,11,0,11,0,11,0,11,45,68,0,11,0,11,0,11
1500000US360610106010,360610106010,"Block Group 0, Census Tract 106.01, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106011,360610106011,"Block Group 1, Census Tract 106.01, New York County, New York",708,251,708,251,642,240,0,11,0,11,66,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106012,360610106012,"Block Group 2, Census Tract 106.01, New York County, New York",1344,470,1344,470,1152,487,105,136,0,11,87,106,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106013,360610106013,"Block Group 3, Census Tract 106.01, New York County, New York",1491,384,1357,398,1334,400,0,11,0,11,0,11,0,11,0,11,23,37,23,37,0,11,134,188,134,188,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106014,360610106014,"Block Group 4, Census Tract 106.01, New York County, New York",1221,276,1221,276,1165,266,0,11,22,34,0,11,0,11,0,11,34,56,0,11,34,56,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106015,360610106015,"Block Group 5, Census Tract 106.01, New York County, New York",1410,344,1385,348,1155,340,25,41,0,11,205,190,0,11,0,11,0,11,0,11,0,11,25,40,25,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106016,360610106016,"Block Group 6, Census Tract 106.01, New York County, New York",1085,357,927,284,816,218,0,11,0,11,111,203,0,11,0,11,0,11,0,11,0,11,158,254,158,254,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106020,360610106020,"Block Group 0, Census Tract 106.02, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106021,360610106021,"Block Group 1, Census Tract 106.02, New York County, New York",1510,301,1399,311,1223,311,0,11,0,11,119,79,0,11,0,11,57,53,0,11,57,53,111,79,69,46,0,11,0,11,0,11,0,11,42,67,0,11,0,11,0,11
1500000US360610106022,360610106022,"Block Group 2, Census Tract 106.02, New York County, New York",1822,407,1720,387,1323,334,61,100,0,11,314,184,0,11,22,45,0,11,0,11,0,11,102,104,102,104,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610106023,360610106023,"Block Group 3, Census Tract 106.02, New York County, New York",1150,305,1105,303,776,223,153,238,0,11,144,102,0,11,0,11,32,56,0,11,32,56,45,70,45,70,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610108001,360610108001,"Block Group 1, Census Tract 108, New York County, New York",712,239,685,223,483,176,11,18,0,11,191,187,0,11,0,11,0,11,0,11,0,11,27,44,27,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610108002,360610108002,"Block Group 2, Census Tract 108, New York County, New York",1636,493,1591,461,1394,396,0,11,0,11,197,238,0,11,0,11,0,11,0,11,0,11,45,73,45,73,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610108003,360610108003,"Block Group 3, Census Tract 108, New York County, New York",1302,318,1302,318,1182,312,0,11,0,11,120,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610108004,360610108004,"Block Group 4, Census Tract 108, New York County, New York",1052,326,955,313,912,302,0,11,0,11,43,70,0,11,0,11,0,11,0,11,0,11,97,93,97,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
